UKPRN,providerName,Region,subject,sex,yearsAfterGraduation,grads,unmatched,matched,activityNotCaptured,noSustDest,sustEmpOnly,sustEmp,sustEmpFSorBoth,earningsInclude,lowerAnnEarn,medianAnnEarn,upperAnnEarn,POLARGrpOne,POLARGrpOneIncluded,prAttBand,prAttIncluded
10003863,Leeds Trinity University,Yorkshire and the Humber,Engineering & technology,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007796,The University of Leicester,East Midlands,Engineering & technology,Female + Male,1,70,1.4,70,12.7,8.5,x,x,78.9,45,21900,24300,27000,x,x,2,81.7
10007151,The University of Lincoln,East Midlands,Engineering & technology,Female + Male,1,10,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10003956,Liverpool Hope University,North West,Engineering & technology,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10003957,Liverpool John Moores University,North West,Engineering & technology,Female + Male,1,240,0.8,235,8.4,9.3,73,78.2,82.3,170,18300,24200,30800,16.8,58.8,2,38
10003945,The Liverpool Institute for Performing Arts,North West,Engineering & technology,Female + Male,1,20,0,20,x,x,x,x,83.3,x,x,x,x,x,x,2,72.2
10006842,The University of Liverpool,North West,Engineering & technology,Female + Male,1,195,1.9,190,6.8,7.3,72.3,81.2,85.9,135,21400,24800,28000,7.5,90.6,2,76.8
10007162,University of the Arts London,London,Engineering & technology,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007769,London Business School,London,Engineering & technology,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007797,University of London (Institutes and activities),London,Engineering & technology,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10004048,London Metropolitan University,London,Engineering & technology,Female + Male,1,70,3.5,70,7.2,20.1,61.9,68.3,72.7,30,10600,14100,19700,x,x,3,15.8
10004078,London South Bank University,London,Engineering & technology,Female + Male,1,350,4.6,335,10.8,11.4,54.2,69.2,77.8,165,17100,28400,39200,4.5,26.3,3,12.6
10004063,London School of Economics and Political Science,London,Engineering & technology,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007771,London School of Hygiene and Tropical Medicine,London,Engineering & technology,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10004113,Loughborough University,East Midlands,Engineering & technology,Female + Male,1,570,0.4,570,13.9,5.3,68.1,75.1,80.8,375,22600,27000,31100,5.6,96,1,88
10004180,The Manchester Metropolitan University,North West,Engineering & technology,Female + Male,1,215,1.9,210,6.6,10.4,65.9,77.3,82.9,130,17200,22100,30900,9.3,61.1,2,44.1
10007798,The University of Manchester,North West,Engineering & technology,Female + Male,1,445,1.6,440,8.1,9,68.3,76.9,82.9,295,18900,25000,30500,7.7,94.8,1,83
10004351,Middlesex University,London,Engineering & technology,Female + Male,1,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10007799,University of Newcastle-upon-Tyne,North East,Engineering & technology,Female + Male,1,265,1.5,260,7.9,5.6,69.6,81.6,86.5,175,22500,26400,30700,8.1,87.8,1,78.9
10007832,Newman University,West Midlands,Engineering & technology,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007138,The University of Northampton,East Midlands,Engineering & technology,Female + Male,1,60,0,60,5.2,8.6,75.9,81,86.2,40,15200,26900,38500,x,x,2,13.8
10001282,University of Northumbria at Newcastle,North East,Engineering & technology,Female + Male,1,210,4.3,200,8.9,7.9,74.8,81.2,83.2,150,16000,21700,28900,14.1,73.8,2,55
10004775,Norwich University of the Arts,East,Engineering & technology,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007154,University of Nottingham,East Midlands,Engineering & technology,Female + Male,1,355,3.3,345,8.9,6.5,65.7,76.8,84.6,220,21800,26100,29600,5.7,92.1,1,82.2
10004797,The Nottingham Trent University,East Midlands,Engineering & technology,Female + Male,1,60,1.6,60,11.7,10,x,x,78.3,40,22300,25800,29000,10.3,65,2,56.7
10007773,The Open University in England16,South East,Engineering & technology,Female + Male,1,250,3.6,240,10.2,3.5,61.7,81.3,86.3,140,26500,37900,51500,x,x,1,1.7
10004930,Oxford Brookes University,South East,Engineering & technology,Female + Male,1,145,2.8,140,6.4,13.6,70,77.1,80,95,18300,22900,28700,x,x,2,37.1
10007774,The University of Oxford,South East,Engineering & technology,Female + Male,1,105,0.3,100,10.1,9.8,65.1,70,80.1,65,25200,30300,38000,x,x,1,90.5
10005127,Plymouth College of Art,South West,Engineering & technology,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007801,University of Plymouth,South West,Engineering & technology,Female + Male,1,255,0.6,250,11.7,7.5,68.7,76.8,80.8,165,19600,23600,28100,6.3,75.8,2,61.7
10007155,The University of Portsmouth,South East,Engineering & technology,Female + Male,1,340,0.3,340,11.2,5.7,70,80.3,83.1,230,20700,26200,38000,10.1,57,2,43.3
10007775,Queen Mary University of London,London,Engineering & technology,Female + Male,1,250,0.8,250,7.1,12.2,45.5,65.3,80.6,110,13700,21100,25600,x,x,2,70.8
10005389,Ravensbourne,London,Engineering & technology,Female + Male,1,70,0,70,7.9,11.4,x,x,80.7,50,11700,19500,25100,x,x,3,49.3
10007802,The University of Reading,South East,Engineering & technology,Female + Male,1,35,2.8,35,x,x,x,x,81.4,20,21000,24600,27500,9.2,92.9,2,82.9
10007776,Roehampton University,London,Engineering & technology,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10005523,Rose Bruford College,London,Engineering & technology,Female + Male,1,10,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10007835,Royal Academy of Music,London,Engineering & technology,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10005545,Royal Agricultural University,South West,Engineering & technology,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007777,Royal College of Art,London,Engineering & technology,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007778,Royal College of Music,London,Engineering & technology,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007816,The Royal Central School of Speech and Drama,London,Engineering & technology,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10005553,Royal Holloway and Bedford New College,South East,Engineering & technology,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007837,Royal Northern College of Music,North West,Engineering & technology,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007779,The Royal Veterinary College,London,Engineering & technology,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007782,St George's Hospital Medical School,London,Engineering & technology,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007843,St Mary's University Twickenham,London,Engineering & technology,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007156,The University of Salford,North West,Engineering & technology,Female + Male,1,205,1.3,205,5.8,6.4,64.7,78,87.8,125,12700,20200,25400,21.4,70.3,2,47.3
10007780,The School of Oriental and African Studies,London,Engineering & technology,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10005790,Sheffield Hallam University,Yorkshire and the Humber,Engineering & technology,Female + Male,1,265,0.8,265,8.5,9.5,72.1,78.4,82,185,19200,25400,31700,14.7,55.9,3,41.5
10007157,The University of Sheffield,Yorkshire and the Humber,Engineering & technology,Female + Male,1,295,1.7,290,5.7,3.5,67.7,80.3,90.8,195,22900,26300,28400,6.9,95.1,1,86.4
10006022,Southampton Solent University,South East,Engineering & technology,Female + Male,1,150,2.3,145,11.2,8.9,x,x,79.8,105,13700,20200,29100,4.4,54.6,3,36.6
10007158,The University of Southampton,South East,Engineering & technology,Female + Male,1,215,0,215,11.6,6.1,66,76.8,82.3,140,24600,26900,30700,7.2,95.1,1,84.1
10006299,Staffordshire University,West Midlands,Engineering & technology,Female + Male,1,230,0,230,4.9,15.4,72.2,78,79.7,150,13100,16900,24700,10.8,74.2,3,48.1
10037449,University of St Mark and St John,South West,Engineering & technology,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10014001,University Campus Suffolk,East,Engineering & technology,Female + Male,1,20,0,20,16.7,16.7,x,x,66.7,x,x,x,x,x,x,.,.
10007159,The University of Sunderland,North East,Engineering & technology,Female + Male,1,20,0,20,x,x,x,x,90.9,20,15100,23000,28600,22.2,81.8,2,45.5
10007160,The University of Surrey,South East,Engineering & technology,Female + Male,1,200,2.3,195,7.4,5.9,73.9,82.3,86.7,135,22100,26200,31500,5.7,86.3,1,76.5
10007806,The University of Sussex,South East,Engineering & technology,Female + Male,1,75,1.3,75,x,x,57.9,73.7,81.6,40,18800,25000,27300,6.5,81.6,2,72.4
10007161,Teesside University,North East,Engineering & technology,Female + Male,1,185,1.1,180,7.1,10.4,76.4,78.6,82.4,135,11600,18800,25700,17.9,67.6,3,40.7
10008017,Trinity Laban Conservatoire of Music and Dance,London,Engineering & technology,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007784,University College London,London,Engineering & technology,Female + Male,1,150,0,150,12.6,13.8,56.2,66.8,73.6,80,20400,28100,34000,x,x,1,82
10007163,The University of Warwick,West Midlands,Engineering & technology,Female + Male,1,190,0,190,9.2,8.9,65.9,72.7,81.9,125,24900,27400,31600,2.7,99,1,92.1
10007164,University of the West of England Bristol,South West,Engineering & technology,Female + Male,1,265,1.5,260,4.5,9.9,74.5,83.3,85.6,185,16200,23000,28200,8.1,71,2,50
10006566,The University of West London,London,Engineering & technology,Female + Male,1,30,3.2,30,13.3,13.3,x,x,73.3,20,23300,28900,36700,x,x,.,.
10007165,The University of Westminster,London,Engineering & technology,Female + Male,1,20,4.8,20,x,x,x,x,80,x,x,x,x,x,x,2,50
10003614,The University of Winchester,South East,Engineering & technology,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007166,The University of Wolverhampton,West Midlands,Engineering & technology,Female + Male,1,60,1.6,60,10,5,x,x,85,45,18800,27300,31500,x,x,2,20
10007139,University of Worcester,West Midlands,Engineering & technology,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007657,Writtle College,East,Engineering & technology,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007713,York St John University,Yorkshire and the Humber,Engineering & technology,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007167,The University of York,Yorkshire and the Humber,Engineering & technology,Female + Male,1,50,4,50,x,x,71.6,87.4,93.7,35,18500,24200,27500,x,x,2,62.1
10007856,Aberystwyth University,Wales,Engineering & technology,Female + Male,1,15,0,15,x,x,x,x,72.7,10,15100,21300,26000,x,x,.,.
10007857,Bangor University,Wales,Engineering & technology,Female + Male,1,25,0,25,x,x,64.6,77.1,97.9,15,13400,19100,27000,x,x,.,.
10007814,Cardiff University,Wales,Engineering & technology,Female + Male,1,195,1,190,4.2,10.5,69.6,81.2,85.3,130,22600,25700,27800,5.5,95.8,.,.
10007854,Cardiff Metropolitan University,Wales,Engineering & technology,Female + Male,1,20,0,20,x,x,x,x,90,x,x,x,x,x,x,.,.
10007833,Glynd?r University,Wales,Engineering & technology,Female + Male,1,60,1.7,60,10.1,11.8,x,x,78.2,40,13800,28800,36000,x,x,.,.
10007855,Swansea University,Wales,Engineering & technology,Female + Male,1,220,0.9,220,7.3,5.5,52.7,71.4,87.3,115,19500,23400,27700,9.4,92.3,.,.
10007858,University of Wales Trinity Saint David,Wales,Engineering & technology,Female + Male,1,100,3,95,3.1,10.8,66,77.3,86.1,60,15000,23100,30400,10.8,52.6,.,.
10007793,University of South Wales,Wales,Engineering & technology,Female + Male,1,285,1.1,280,4.3,7.5,74.3,85,88.2,190,15600,24500,33300,10.3,45,.,.
10008574,University of Wales (central functions),Wales,Engineering & technology,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007783,The University of Aberdeen,Scotland,Engineering & technology,Female + Male,1,115,0,115,6.1,7,75.4,82.5,86.8,85,23800,32300,38700,..,..,.,.
10007849,University of Abertay Dundee,Scotland,Engineering & technology,Female + Male,1,60,0,60,x,x,x,x,87.1,45,12100,15600,21500,..,..,.,.
10007852,The University of Dundee,Scotland,Engineering & technology,Female + Male,1,50,2,50,x,x,72,85,93,35,23900,26900,33100,..,..,.,.
10007772,Edinburgh Napier University,Scotland,Engineering & technology,Female + Male,1,105,5.8,100,x,x,71.3,82.7,86.7,65,20800,24600,33400,..,..,.,.
10007790,The University of Edinburgh,Scotland,Engineering & technology,Female + Male,1,195,0.5,195,12.2,5.2,71.2,78.2,82.7,135,25100,29400,37800,..,..,.,.
10007762,Glasgow Caledonian University,Scotland,Engineering & technology,Female + Male,1,315,3.2,305,8.9,7.2,64.5,77.6,83.9,190,17300,24800,33100,..,..,.,.
10002681,Glasgow School of Art,Scotland,Engineering & technology,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007794,The University of Glasgow,Scotland,Engineering & technology,Female + Male,1,220,1.8,220,9.8,7.6,61.9,72,82.6,130,21000,26100,30800,..,..,.,.
10007764,Heriot-Watt University,Scotland,Engineering & technology,Female + Male,1,210,2.4,205,6.9,10.9,64.5,76.3,82.2,130,20300,26300,34800,..,..,.,.
10005337,Queen Margaret University Edinburgh,Scotland,Engineering & technology,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10005500,The Robert Gordon University,Scotland,Engineering & technology,Female + Male,1,120,1.7,115,5.2,7.8,75,83.6,87.1,85,26200,35600,46400,..,..,.,.
10005561,Royal Conservatoire of Scotland,Scotland,Engineering & technology,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007803,The University of St Andrews,Scotland,Engineering & technology,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10005700,SRUC,Scotland,Engineering & technology,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007804,The University of Stirling,Scotland,Engineering & technology,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007805,The University of Strathclyde,Scotland,Engineering & technology,Female + Male,1,455,1.8,450,5.9,5.9,70.4,81.7,88.2,310,23400,29100,36600,..,..,.,.
10007114,University of the Highlands and Islands,Scotland,Engineering & technology,Female + Male,1,75,2.7,70,9.7,8.3,69.4,77.8,81.9,50,10000,17700,31700,..,..,.,.
10007800,The University of the West of Scotland,Scotland,Engineering & technology,Female + Male,1,150,1.4,145,6.2,8.9,65.8,82.2,84.9,90,18000,24900,30300,..,..,.,.
10000291,Anglia Ruskin University,East,English studies,Female + Male,1,115,0,115,6.1,17,57.6,71.6,76.9,65,11600,14000,17900,15.1,60.7,3,55.5
10007759,Aston University,West Midlands,English studies,Female + Male,1,35,1.5,35,x,x,x,x,80.5,20,10800,19100,24400,x,x,2,88
10000571,Bath Spa University,South West,English studies,Female + Male,1,95,1.1,90,4.2,13.4,54.8,75,82.4,50,10400,14500,17000,8.4,90.6,2,78.9
10007850,The University of Bath,South West,English studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007152,University of Bedfordshire,East,English studies,Female + Male,1,45,0,45,11.6,16.3,x,x,72.1,25,11500,14800,17100,x,x,3,74.4
10007760,Birkbeck College,London,English studies,Female + Male,1,35,0,35,15.2,9.1,x,x,75.8,15,23600,29500,39000,x,x,.,.
10007140,Birmingham City University,West Midlands,English studies,Female + Male,1,80,0,80,3.7,20.4,47.5,68.5,75.9,40,9400,10900,18100,11.3,82.1,2,77.8
10006840,The University of Birmingham,West Midlands,English studies,Female + Male,1,205,0.3,205,6,12.2,52.3,73.4,81.8,100,12400,17400,20900,7.3,97.8,1,95
10000712,University College Birmingham,West Midlands,English studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007811,Bishop Grosseteste University,East Midlands,English studies,Female + Male,1,50,0,50,x,x,46.2,78.8,84.6,25,10800,13800,16000,12.3,77.9,3,76.9
10006841,The University of Bolton,North West,English studies,Female + Male,1,30,0,30,x,x,x,x,96.8,15,10600,14300,16600,24,39.7,3,33.3
10000385,The Arts University Bournemouth,South West,English studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10000824,Bournemouth University,South West,English studies,Female + Male,1,45,0,45,11.6,10.5,x,x,77.9,25,12600,16900,18600,11.8,88.4,2,87.2
10007785,The University of Bradford,Yorkshire and the Humber,English studies,Female + Male,1,30,0,30,x,x,x,x,76.3,15,10300,12100,17500,13.7,90.7,3,79.4
10000886,The University of Brighton,South East,English studies,Female + Male,1,115,0,115,3.8,11.1,69.9,80.4,85,80,10500,15200,20600,11.3,80.2,2,74.5
10007786,The University of Bristol,South West,English studies,Female + Male,1,95,0,95,7.5,12.8,45.5,64.2,79.7,40,10000,17000,21900,x,x,1,93
10000961,Brunel University London,London,English studies,Female + Male,1,90,0,90,6,8.8,64.3,76.4,85.2,55,15600,18200,23600,x,x,2,81.3
10000975,Buckinghamshire New University,South East,English studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007787,The University of Buckingham,South East,English studies,Female + Male,1,15,2.1,15,x,x,x,x,91.3,10,8900,22000,22900,x,x,2,47.8
10007788,The University of Cambridge,East,English studies,Female + Male,1,200,0,200,9.6,9.2,48.2,64.3,81.2,75,13100,20500,25200,3.5,93.1,1,80.2
10003324,The Institute of Cancer Research,London,English studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10001143,Canterbury Christ Church University,South East,English studies,Female + Male,1,55,0.9,55,x,x,54.1,73.4,78.9,30,11000,17000,19700,x,x,2,85.3
10007141,The University of Central Lancashire,North West,English studies,Female + Male,1,125,0.8,125,4.2,12.7,55.8,74,83.1,65,11300,14100,17100,19.2,83.1,2,75.7
10007848,University of Chester,North West,English studies,Female + Male,1,110,0.6,110,7.2,7.7,52.5,74.3,85.1,55,10900,13900,16600,15.9,91.1,2,82.8
10007137,The University of Chichester,South East,English studies,Female + Male,1,20,0,20,x,x,x,x,81.8,x,x,x,x,37.1,73.5,2,62.1
10001478,The City University,London,English studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10001653,Conservatoire for Dance and Drama,London,English studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007761,Courtauld Institute of Art,London,English studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10001726,Coventry University,West Midlands,English studies,Female + Male,1,95,0,95,5.2,9.9,58.3,78.1,84.9,50,9300,14700,17800,7.7,87.5,2,79.2
10007822,Cranfield University,East,English studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10006427,University for the Creative Arts,South East,English studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007842,University of Cumbria,North West,English studies,Female + Male,1,45,0,45,10.9,10.9,x,x,78.3,30,11400,14300,20300,18.2,83.7,2,78.3
10001883,De Montfort University,East Midlands,English studies,Female + Male,1,110,0.5,110,6,12,63,75.9,81.9,65,10800,15500,18400,10.9,93.5,2,89.8
10007851,University of Derby,East Midlands,English studies,Female + Male,1,25,0,25,x,x,x,x,84,15,7800,10900,14300,x,x,3,64
10007143,University of Durham,North East,English studies,Female + Male,1,130,0.2,130,8.3,17.3,42.8,63.3,74.4,50,12700,17700,22800,2.8,99.5,1,86.7
10007789,The University of East Anglia,East,English studies,Female + Male,1,160,0.3,160,5.9,11.3,54.1,73.1,82.7,80,11100,16300,19700,3.9,90,1,84.8
10007144,The University of East London,London,English studies,Female + Male,1,75,1.3,75,11.6,11.2,57,73,77.2,40,10400,15200,19900,x,x,3,47.8
10007823,Edge Hill University,North West,English studies,Female + Male,1,120,0.8,120,6.2,12.4,63.5,75.9,81.3,75,10600,15300,19600,11.8,79,3,75.7
10007791,The University of Essex,East,English studies,Female + Male,1,105,0,105,9.6,13.2,53.5,68.6,77.1,55,12200,17400,22400,10.8,87.2,2,81.1
10007792,The University of Exeter,South West,English studies,Female + Male,1,285,0.7,285,11.5,12.2,53.4,66.3,76.3,145,13900,19000,22900,3.6,97.1,1,87
10008640,Falmouth University,South West,English studies,Female + Male,1,70,1.4,70,x,x,55.9,63.2,69.1,35,9700,11800,16900,7.1,82.4,2,69.1
10004511,The National Film and Television School,South East,English studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007145,University of Gloucestershire,South West,English studies,Female + Male,1,55,0,55,x,x,63.7,81.4,88.5,35,9500,15000,16900,9.1,77.9,3,71.7
10002718,Goldsmiths College,London,English studies,Female + Male,1,140,0,140,5.4,15.6,55.4,71.7,79,70,12400,16800,21400,3,84.1,2,76.4
10007146,The University of Greenwich,London,English studies,Female + Male,1,100,0,100,6.4,10.4,61.9,72.3,83.2,60,11900,16300,20700,6.9,75.5,3,72
10007825,Guildhall School of Music and Drama,London,English studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10040812,Harper Adams University,West Midlands,English studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007147,University of Hertfordshire,East,English studies,Female + Male,1,45,0,45,x,x,x,x,84.1,30,11800,16600,20600,9,89.7,2,85.9
10007765,Heythrop College,London,English studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007148,The University of Huddersfield,Yorkshire and the Humber,English studies,Female + Male,1,65,0,65,x,x,x,x,85.8,35,10800,14000,16100,8.5,83.7,2,81.2
10007149,The University of Hull,Yorkshire and the Humber,English studies,Female + Male,1,150,0,150,5.8,16.7,45,65.9,77.4,65,9600,13300,16200,15.3,89.6,2,86.4
10003270,Imperial College of Science Technology and Medicine,London,English studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007767,The University of Keele,West Midlands,English studies,Female + Male,1,55,0,55,x,x,50.6,76.8,85.3,30,9900,13700,17900,8.4,90.6,2,81.8
10007150,The University of Kent,South East,English studies,Female + Male,1,255,0,255,5.3,18.3,52,66.7,76.3,130,12500,17300,21900,6,92.3,2,88.9
10003645,King's College London,London,English studies,Female + Male,1,65,0,65,12,10.5,52.5,66.5,77.5,30,10000,16200,20200,x,x,1,89
10003678,Kingston University,London,English studies,Female + Male,1,95,1.7,95,x,x,72,79.7,84.8,65,11600,16200,21300,5.4,81.8,2,75.4
10007768,The University of Lancaster,North West,English studies,Female + Male,1,210,0,210,5.5,15.1,46.9,69.5,79.4,95,12100,16200,20600,8.8,98.1,1,93.2
10003854,Leeds College of Art,Yorkshire and the Humber,English studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10003861,Leeds Beckett University,Yorkshire and the Humber,English studies,Female + Male,1,125,0,125,7.1,15.8,58.5,72.7,77.1,70,12100,14900,17800,16.5,90.9,2,86.2
10007795,The University of Leeds,Yorkshire and the Humber,English studies,Female + Male,1,255,1.4,250,6.2,16.5,55,69.7,77.3,130,11900,16700,22700,6.7,98.6,1,90.4
10003863,Leeds Trinity University,Yorkshire and the Humber,English studies,Female + Male,1,55,0,55,9.9,15.3,55.9,69.4,74.8,30,12800,15400,16600,15.1,83.8,2,79.3
10007796,The University of Leicester,East Midlands,English studies,Female + Male,1,155,0.3,155,8.4,8.1,49,74.4,83.4,70,10400,16000,20500,5.5,94.2,1,85.1
10007151,The University of Lincoln,East Midlands,English studies,Female + Male,1,90,0,90,3.3,12.6,59.6,73.2,84.2,55,9600,14200,18200,20,84.7,2,77
10003956,Liverpool Hope University,North West,English studies,Female + Male,1,100,0,100,4,7,61.2,81.1,89.1,60,10800,14000,18300,15.9,78.1,2,68.2
10003957,Liverpool John Moores University,North West,English studies,Female + Male,1,145,0,145,7.5,12.9,52.4,71.8,79.6,75,11400,14700,19000,18.8,92.2,2,78.6
10003945,The Liverpool Institute for Performing Arts,North West,English studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10006842,The University of Liverpool,North West,English studies,Female + Male,1,165,0.6,165,7.7,10.7,53.4,69.6,81.6,80,9800,15700,19100,12.6,92.6,1,83.1
10007162,University of the Arts London,London,English studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007769,London Business School,London,English studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007797,University of London (Institutes and activities),London,English studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10004048,London Metropolitan University,London,English studies,Female + Male,1,35,3,30,9.4,15.6,51.6,62.5,75,15,10100,14300,17200,x,x,3,53.1
10004078,London South Bank University,London,English studies,Female + Male,1,25,0,25,x,x,x,x,75,15,10800,14000,17900,x,x,3,59.6
10004063,London School of Economics and Political Science,London,English studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007771,London School of Hygiene and Tropical Medicine,London,English studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10004113,Loughborough University,East Midlands,English studies,Female + Male,1,140,1.4,135,5.6,15,53.2,72.5,79.4,70,14200,19000,21300,3.9,93.6,1,90.3
10004180,The Manchester Metropolitan University,North West,English studies,Female + Male,1,230,0.4,230,4.8,15.4,54.6,74.3,79.8,125,9500,13900,17200,17.7,86.1,2,82.4
10007798,The University of Manchester,North West,English studies,Female + Male,1,185,1.1,185,7.4,10.7,55.4,72.4,82,95,11400,17100,19600,5.4,95.4,1,89.7
10004351,Middlesex University,London,English studies,Female + Male,1,50,0,50,6.9,8.9,x,x,84.2,35,9700,16600,21900,x,x,3,77.2
10007799,University of Newcastle-upon-Tyne,North East,English studies,Female + Male,1,175,0.6,175,5.7,15.5,50.6,71.8,78.7,80,9900,15100,19000,8.2,97.7,1,92.5
10007832,Newman University,West Midlands,English studies,Female + Male,1,40,0,40,x,x,x,x,91.7,25,13400,18500,21300,25.5,70.3,2,58.1
10007138,The University of Northampton,East Midlands,English studies,Female + Male,1,45,0,45,6.9,10.3,x,x,82.8,30,9300,15600,17600,21.1,81.6,3,79.3
10001282,University of Northumbria at Newcastle,North East,English studies,Female + Male,1,200,1,195,5.6,12.7,56.6,75.6,81.7,110,8900,13300,17900,14.2,89.6,2,84.8
10004775,Norwich University of the Arts,East,English studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007154,University of Nottingham,East Midlands,English studies,Female + Male,1,190,0.5,185,8,12.6,46.9,69.7,79.4,80,14600,19200,22400,4.4,100,1,92
10004797,The Nottingham Trent University,East Midlands,English studies,Female + Male,1,100,0,100,3.9,9.8,64.7,76.5,86.3,65,13800,16200,18700,16.1,91.2,2,86.3
10007773,The Open University in England16,South East,English studies,Female + Male,1,725,3.4,700,12.1,7.3,57.7,72.6,80.6,360,10200,17700,24900,8.2,8.7,2,6.7
10004930,Oxford Brookes University,South East,English studies,Female + Male,1,100,1,100,5.5,12.6,60.6,74.9,81.9,55,12300,17800,21000,x,x,2,73.4
10007774,The University of Oxford,South East,English studies,Female + Male,1,230,0,230,9.1,10.2,46.7,63.7,80.7,90,11800,19100,23300,2.2,98.9,1,91.7
10005127,Plymouth College of Art,South West,English studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007801,University of Plymouth,South West,English studies,Female + Male,1,75,2.1,75,6.6,14.5,43.2,67,78.9,30,10900,15600,17600,9.3,85.7,2,82.4
